cement_co2,co2,coal_co2,gas_co2,oil_co2,share_global_co2
0.0,0.158,0.0,0.0,0.158,0.001
0.0,0.147,0.0,0.0,0.147,0.001
0.0,0.154,0.0,0.0,0.154,0.001
0.0,0.176,0.0,0.0,0.176,0.001
0.0,0.176,0.0,0.0,0.176,0.001
0.0,0.198,0.0,0.0,0.198,0.001
0.0,0.216,0.0,0.0,0.216,0.001
0.0,0.209,0.0,0.0,0.209,0.001
0.0,0.191,0.0,0.0,0.191,0.001
0.0,0.183,0.0,0.0,0.183,0.001
0.0,0.172,0.0,0.0,0.172,0.001
0.0,0.172,0.0,0.0,0.172,0.001
0.0,0.172,0.0,0.0,0.172,0.001
0.0,0.191,0.0,0.0,0.191,0.001
0.0,0.205,0.0,0.0,0.205,0.001
0.0,0.227,0.0,0.0,0.227,0.001
0.0,0.249,0.0,0.0,0.249,0.001
0.0,0.3,0.0,0.0,0.3,0.001
0.0,0.311,0.0,0.0,0.311,0.001
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.355,0.0,0.0,0.355,0.002
0.0,0.377,0.0,0.0,0.377,0.002
0.0,0.374,0.0,0.0,0.374,0.002
0.0,0.377,0.0,0.0,0.377,0.002
0.0,0.308,0.0,0.0,0.308,0.001
0.0,0.388,0.0,0.0,0.388,0.002
0.0,0.37,0.0,0.0,0.37,0.002
0.0,0.348,0.0,0.0,0.348,0.001
0.0,0.396,0.0,0.0,0.396,0.002
0.0,0.447,0.0,0.0,0.447,0.002
0.0,0.432,0.0,0.0,0.432,0.002
0.0,0.432,0.0,0.0,0.432,0.002
0.0,0.392,0.0,0.0,0.392,0.001
0.0,0.421,0.0,0.0,0.421,0.001
0.0,0.443,0.0,0.0,0.443,0.001
0.0,0.476,0.0,0.0,0.476,0.002
0.0,0.436,0.0,0.0,0.436,0.001
0.0,0.517,0.0,0.0,0.517,0.002
0.0,0.539,0.0,0.011,0.528,0.002
0.0,0.553,0.0,0.011,0.542,0.002
0.0,0.451,0.0,0.007,0.443,0.001
0.0,0.44,0.0,0.004,0.436,0.001
0.0,0.469,0.0,0.004,0.465,0.001
0.0,0.641,0.0,0.004,0.638,0.002
0.0,0.627,0.0,0.004,0.623,0.002
0.0,0.616,0.0,0.004,0.612,0.002
0.0,0.605,0.0,0.004,0.601,0.002
0.0,0.707,0.0,0.0,0.707,0.002
0.0,0.613,0.0,0.0,0.612,0.002
0.0,0.702,0.0,0.0,0.697,0.002
0.0,0.725,0.0,0.0,0.72,0.002
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.138,0.026,0.0,0.112,0.002
,0.115,0.046,0.0,0.07,0.002
,0.129,0.044,0.0,0.085,0.002
,0.107,0.014,0.0,0.093,0.002
,0.126,0.016,0.0,0.11,0.002
,0.126,0.007,0.0,0.118,0.002
,0.146,0.01,0.0,0.136,0.002
,0.149,0.0,0.0,0.149,0.002
0.0,0.125,0.0,0.0,0.125,0.001
0.0,0.103,0.0,0.0,0.103,0.001
0.0,0.161,0.0,0.0,0.161,0.002
0.0,0.128,0.0,0.0,0.128,0.001
0.0,0.136,0.0,0.0,0.136,0.001
0.0,0.121,0.0,0.0,0.121,0.001
0.0,0.143,0.0,0.0,0.143,0.001
0.0,0.15,0.0,0.0,0.15,0.001
0.0,0.114,0.0,0.0,0.114,0.001
0.0,0.143,0.0,0.0,0.143,0.001
0.0,0.154,0.0,0.0,0.154,0.001
0.0,0.202,0.0,0.0,0.202,0.001
0.0,0.282,0.0,0.0,0.282,0.002
0.0,0.293,0.0,0.0,0.293,0.002
0.0,0.388,0.0,0.0,0.388,0.002
0.0,0.381,0.0,0.0,0.381,0.002
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.443,0.0,0.0,0.443,0.003
0.0,0.26,0.0,0.0,0.26,0.001
0.0,0.297,0.0,0.0,0.297,0.002
0.0,0.363,0.0,0.0,0.363,0.002
0.0,0.366,0.0,0.0,0.366,0.002
0.106,0.48,0.0,0.0,0.374,0.002
0.105,0.387,0.0,0.0,0.282,0.002
0.109,0.443,0.0,0.0,0.333,0.002
0.1,0.404,0.0,0.0,0.304,0.002
0.097,0.448,0.0,0.0,0.352,0.002
0.093,0.686,0.0,0.0,0.594,0.003
0.089,0.624,0.0,0.0,0.535,0.003
0.085,0.474,0.0,0.0,0.388,0.002
0.054,0.508,0.0,0.0,0.454,0.002
0.065,0.57,0.0,0.0,0.506,0.003
0.074,0.579,0.0,0.0,0.506,0.003
0.074,0.62,0.0,0.0,0.546,0.003
0.074,0.671,0.0,0.0,0.597,0.003
0.078,0.807,0.0,0.0,0.729,0.004
0.065,0.912,0.0,0.0,0.846,0.004
0.081,0.956,0.0,0.0,0.876,0.004
0.066,1.184,0.0,0.0,1.118,0.005
0.077,1.224,0.0,0.0,1.147,0.005
0.0,1.114,0.0,0.0,1.114,0.005
0.0,1.462,0.0,0.0,1.462,0.006
0.0,1.473,0.0,0.0,1.473,0.006
0.0,1.689,0.0,0.0,1.689,0.007
0.157,2.11,0.0,0.0,1.953,0.008
0.166,2.394,0.0,0.0,2.228,0.009
0.212,2.594,0.0,0.0,2.382,0.009
0.222,2.49,0.0,0.0,2.268,0.008
0.226,3.351,0.0,0.0,3.125,0.011
0.212,3.931,0.0,0.0,3.719,0.012
0.182,3.919,0.0,0.0,3.737,0.012
0.223,4.225,0.0,0.0,4.001,0.013
0.242,4.679,0.0,0.0,4.437,0.014
0.233,4.48,0.0,0.0,4.247,0.013
0.237,4.403,0.0,0.0,4.166,0.013
0.213,4.566,0.0,0.022,4.331,0.013
0.216,4.796,0.187,0.055,4.338,0.014
0.214,5.329,0.11,0.059,4.946,0.015
0.21,6.494,0.213,0.004,6.068,0.018
0.213,6.804,0.202,0.073,6.316,0.019
0.392,7.434,0.0,0.037,7.006,0.02
0.36,7.116,0.271,0.106,6.379,0.019
0.369,7.745,0.293,0.319,6.764,0.022
0.363,8.312,0.293,0.336,7.321,0.023
0.363,8.432,0.293,0.326,7.451,0.023
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.044,0.004,0.0,0.04,0.001
0.0,0.059,0.004,0.0,0.055,0.001
0.0,0.106,0.007,0.0,0.099,0.002
0.0,0.092,0.004,0.0,0.088,0.001
0.0,0.084,0.004,0.0,0.081,0.001
0.0,0.11,0.004,0.0,0.106,0.001
0.0,0.136,0.004,0.0,0.132,0.002
0.0,0.139,0.004,0.0,0.136,0.002
0.0,0.147,0.004,0.0,0.143,0.002
0.0,0.136,0.0,0.0,0.136,0.002
0.0,0.158,0.0,0.0,0.158,0.002
0.0,0.176,0.0,0.0,0.176,0.002
0.0,0.158,0.0,0.0,0.158,0.002
0.0,0.15,0.0,0.0,0.15,0.001
0.0,0.202,0.0,0.0,0.202,0.002
0.0,0.18,0.0,0.0,0.18,0.002
0.0,0.202,0.0,0.0,0.202,0.002
0.0,0.213,0.0,0.0,0.213,0.002
0.0,0.224,0.0,0.0,0.224,0.002
0.0,0.198,0.0,0.0,0.198,0.001
0.0,0.227,0.0,0.0,0.227,0.002
0.0,0.231,0.0,0.0,0.231,0.001
0.0,0.253,0.0,0.0,0.253,0.002
0.0,0.425,0.0,0.0,0.425,0.002
0.0,0.443,0.0,0.0,0.443,0.003
0.0,0.458,0.004,0.0,0.454,0.003
0.0,0.469,0.0,0.0,0.469,0.003
0.0,0.454,0.0,0.0,0.454,0.002
0.0,0.425,0.0,0.0,0.425,0.002
0.0,0.462,0.0,0.0,0.462,0.002
0.0,0.436,0.0,0.0,0.436,0.002
0.0,0.388,0.0,0.0,0.388,0.002
0.0,0.396,0.0,0.0,0.396,0.002
0.0,0.451,0.0,0.0,0.451,0.002
0.0,0.443,0.0,0.0,0.443,0.002
0.0,0.451,0.0,0.0,0.451,0.002
0.0,0.421,0.0,0.0,0.421,0.002
0.0,0.572,0.0,0.0,0.572,0.003
0.0,0.645,0.0,0.0,0.645,0.003
0.0,0.78,0.0,0.0,0.78,0.003
0.0,0.502,0.0,0.0,0.502,0.002
0.0,0.539,0.0,0.0,0.539,0.002
0.0,0.462,0.0,0.0,0.462,0.002
0.0,0.539,0.0,0.0,0.539,0.002
0.0,0.531,0.0,0.0,0.531,0.002
0.0,0.531,0.0,0.0,0.531,0.002
0.0,0.528,0.0,0.0,0.528,0.002
0.0,0.524,0.0,0.0,0.524,0.002
0.0,0.52,0.0,0.0,0.52,0.002
0.0,0.513,0.0,0.0,0.513,0.002
0.0,0.517,0.0,0.0,0.517,0.002
0.0,0.528,0.0,0.0,0.528,0.002
0.0,0.557,0.0,0.0,0.557,0.002
0.0,0.561,0.0,0.0,0.561,0.002
0.0,0.583,0.0,0.0,0.583,0.002
0.0,0.583,0.0,0.0,0.583,0.002
0.0,0.652,0.0,0.0,0.652,0.002
0.0,0.729,0.0,0.0,0.729,0.002
0.0,0.649,0.0,0.0,0.649,0.002
0.0,0.476,0.0,0.0,0.476,0.002
0.0,0.608,0.0,0.0,0.608,0.002
0.0,0.443,0.0,0.0,0.443,0.001
0.0,0.366,0.0,0.0,0.366,0.001
0.0,0.535,0.0,0.0,0.535,0.002
0.0,0.671,0.0,0.0,0.671,0.002
0.0,0.539,0.0,0.0,0.539,0.002
0.0,0.619,0.0,0.0,0.619,0.002
0.0,0.634,0.0,0.0,0.634,0.002
0.0,0.696,0.0,0.0,0.696,0.002
0.0,0.594,0.0,0.0,0.594,0.002
0.0,0.458,0.0,0.0,0.458,0.001
0.0,0.441,0.0,0.0,0.441,0.001
0.0,0.445,0.0,0.0,0.445,0.001
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.011,0.0,0.0,0.011,0.0
0.0,0.022,0.004,0.0,0.018,0.0
0.0,0.022,0.004,0.0,0.018,0.0
0.03,0.055,0.003,0.0,0.022,0.0
0.03,0.063,0.004,0.0,0.029,0.0
0.057,0.087,0.003,0.0,0.026,0.0
0.057,0.109,0.0,0.0,0.051,0.001
0.057,0.12,0.0,0.0,0.062,0.001
0.057,0.112,0.0,0.0,0.055,0.001
0.057,0.16,0.044,0.0,0.059,0.001
0.057,0.167,0.048,0.0,0.062,0.001
0.057,0.12,0.0,0.0,0.062,0.001
0.057,0.186,0.048,0.0,0.081,0.001
0.057,0.186,0.048,0.0,0.081,0.001
0.058,0.215,0.081,0.0,0.077,0.001
0.054,0.182,0.044,0.0,0.084,0.001
0.06,0.212,0.063,0.0,0.09,0.001
0.069,0.249,0.077,0.0,0.103,0.001
0.079,0.298,0.093,0.0,0.126,0.001
0.079,0.39,0.189,0.0,0.122,0.002
0.074,0.382,0.18,0.0,0.128,0.002
0.074,0.386,0.176,0.0,0.136,0.002
0.074,0.397,0.176,0.0,0.147,0.002
0.079,0.384,0.145,0.0,0.16,0.001
0.079,0.417,0.169,0.0,0.169,0.002
0.079,0.376,0.11,0.0,0.187,0.001
0.084,0.308,0.026,0.0,0.198,0.001
0.084,0.396,0.099,0.0,0.213,0.001
0.089,0.394,0.084,0.0,0.22,0.001
0.089,0.394,0.081,0.0,0.224,0.001
0.089,0.422,0.115,0.0,0.218,0.001
0.089,0.39,0.059,0.0,0.242,0.001
0.099,0.488,0.077,0.0,0.311,0.001
0.27,0.732,0.095,0.0,0.366,0.002
0.259,0.835,0.139,0.0,0.438,0.002
0.283,0.918,0.193,0.0,0.441,0.003
0.343,1.028,0.253,0.0,0.432,0.003
0.393,1.057,0.213,0.0,0.451,0.003
0.467,1.261,0.312,0.0,0.481,0.004
0.444,1.342,0.381,0.0,0.517,0.004
0.491,1.478,0.424,0.0,0.563,0.004
0.462,1.459,0.421,0.0,0.575,0.004
0.323,0.92,0.193,0.0,0.404,0.003
0.438,1.062,0.2,0.0,0.424,0.003
0.438,1.056,0.198,0.0,0.42,0.003
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.011,0.0,0.0,0.011,0.0
0.0,0.011,0.0,0.0,0.011,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.044,0.0,0.0,0.044,0.001
0.014,0.073,0.0,0.0,0.059,0.002
0.004,0.07,0.0,0.0,0.066,0.002
0.004,0.044,0.0,0.0,0.04,0.001
0.004,0.055,0.0,0.0,0.051,0.001
0.011,0.066,0.0,0.0,0.055,0.002
0.0,0.084,0.0,0.0,0.084,0.002
0.011,0.128,0.0,0.0,0.117,0.003
0.011,0.106,0.0,0.0,0.095,0.002
0.011,0.135,0.0,0.0,0.124,0.003
0.011,0.146,0.0,0.0,0.136,0.003
0.015,0.139,0.0,0.0,0.125,0.003
0.015,0.168,0.0,0.0,0.154,0.004
0.015,0.161,0.0,0.0,0.146,0.003
0.018,0.168,0.0,0.0,0.15,0.003
0.019,0.205,0.0,0.0,0.187,0.004
0.022,0.289,0.0,0.0,0.268,0.006
0.018,0.494,0.004,0.0,0.473,0.008
0.018,0.462,0.033,0.0,0.41,0.007
0.018,0.513,0.033,0.0,0.462,0.008
0.018,0.538,0.015,0.0,0.506,0.008
0.015,0.788,0.026,0.0,0.747,0.012
0.018,0.931,0.011,0.011,0.89,0.013
0.015,1.106,0.026,0.011,1.055,0.014
0.011,1.004,0.015,0.015,0.964,0.012
0.014,0.916,0.004,0.011,0.887,0.011
0.015,0.949,0.004,0.011,0.92,0.011
0.018,1.004,0.007,0.011,0.967,0.011
0.022,1.04,0.004,0.084,0.931,0.011
0.025,1.099,0.004,0.081,0.989,0.011
0.029,1.213,0.004,0.084,1.096,0.012
0.033,1.48,0.004,0.091,1.195,0.014
0.029,1.509,0.004,0.106,1.304,0.013
0.033,1.689,0.004,0.132,1.444,0.014
0.029,1.89,0.0,0.139,1.568,0.015
0.036,2.176,0.004,0.128,1.729,0.017
0.04,2.546,0.004,0.19,1.742,0.019
0.058,2.484,0.004,0.062,1.81,0.017
0.062,3.059,0.004,0.07,1.866,0.02
0.073,3.568,0.0,0.099,2.048,0.022
0.084,3.454,0.0,0.117,2.18,0.02
0.102,3.513,0.0,0.286,2.367,0.021
0.131,4.055,0.004,0.249,2.866,0.024
0.108,4.575,0.0,0.304,3.156,0.025
0.129,4.475,0.0,0.337,3.312,0.024
0.125,5.02,0.0,0.645,3.305,0.026
0.121,4.73,0.004,0.678,3.377,0.024
0.141,4.659,0.004,0.666,3.474,0.024
0.179,4.781,0.004,0.674,3.565,0.025
0.153,4.338,0.004,0.666,3.211,0.023
0.156,4.278,0.004,0.605,3.166,0.023
0.135,4.029,0.0,0.466,3.084,0.021
0.178,4.11,0.0,0.421,3.125,0.02
0.136,3.764,0.0,0.462,2.876,0.018
0.183,4.012,0.0,0.605,2.939,0.019
0.209,4.287,0.0,0.594,2.95,0.019
0.231,4.968,0.0,0.865,3.056,0.022
0.253,10.007,0.0,1.436,3.265,0.044
0.265,10.495,0.0,1.506,3.283,0.045
0.293,11.014,0.0,1.821,3.408,0.049
0.324,11.55,0.0,1.88,3.697,0.051
0.35,9.638,0.0,2.206,4.173,0.042
0.402,9.017,0.0,2.451,5.023,0.038
0.406,10.016,0.0,3.1,5.474,0.041
0.471,11.721,0.0,3.74,5.787,0.048
0.524,11.252,0.0,3.199,6.595,0.046
0.539,10.94,0.0,3.449,6.037,0.044
0.481,8.434,0.0,2.415,4.833,0.033
0.436,8.743,0.0,2.605,5.21,0.034
0.444,10.403,0.0,4.382,5.067,0.04
0.495,10.968,0.0,3.946,6.002,0.04
0.549,11.032,0.0,3.891,6.199,0.039
0.613,12.313,0.0,4.408,6.984,0.042
0.691,12.332,0.0,4.646,6.797,0.04
0.722,12.695,0.0,4.192,7.636,0.04
0.803,12.965,0.0,4.459,7.548,0.04
0.911,13.538,0.0,4.987,7.464,0.043
0.953,14.719,0.0,5.676,7.944,0.044
1.043,15.949,0.004,6.372,8.398,0.046
1.06,17.535,0.0,6.654,9.702,0.05
1.199,17.769,0.004,6.786,9.695,0.05
1.316,19.888,0.015,7.595,10.867,0.056
1.368,19.887,0.015,7.639,10.765,0.056
1.42,21.239,0.015,8.52,11.225,0.06
1.424,22.171,0.026,8.63,12.042,0.062
1.482,22.502,0.022,8.703,12.243,0.061
1.538,22.605,0.026,8.121,12.866,0.061
1.265,18.326,0.026,6.61,10.336,0.052
1.422,21.726,0.026,7.161,13.056,0.059
1.533,21.494,0.026,7.161,12.697,0.058
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.017,0.0,0.0,0.017,0.0
0.0,0.021,0.0,0.0,0.021,0.0
0.0,0.027,0.0,0.0,0.027,0.001
0.0,0.023,0.0,0.0,0.023,0.001
0.0,0.022,0.0,0.0,0.022,0.001
0.0,0.024,0.0,0.0,0.024,0.001
0.0,0.026,0.0,0.0,0.026,0.001
0.0,0.029,0.0,0.0,0.029,0.001
0.0,0.032,0.0,0.0,0.032,0.001
0.0,0.037,0.0,0.0,0.037,0.001
